t0,t1,variable,flag,comment,URL_graphic
1996-05-13 10:59:57,1999-01-09 15:00:00,AirTemperature3C,UNKNOWN,Manually flagged by bav,
1996-05-13 10:59:57,1999-01-09 15:00:00,AirTemperature2C,UNKNOWN,Manually flagged by bav,
1996-05-13 10:59:57,1999-01-09 15:00:00,AirTemperature1C,UNKNOWN,Manually flagged by bav,
2006-12-21 22:59:00,2007-04-15 21:00:00,AirTemperature3C,UNKNOWN,Manually flagged by bav,
2006-12-21 22:59:00,2007-04-15 21:00:00,AirTemperature4C,UNKNOWN,Manually flagged by bav,
2009-12-03 13:59:00,2010-04-19 13:00:00,AirTemperature3C,UNKNOWN,Manually flagged by bav,
2009-12-03 13:59:00,2010-04-19 13:00:00,AirTemperature2C,UNKNOWN,Manually flagged by bav,
2009-12-03 13:59:00,2010-04-19 13:00:00,AirTemperature1C,UNKNOWN,Manually flagged by bav,
2009-12-03 13:59:00,2010-04-19 13:00:00,AirTemperature4C,UNKNOWN,Manually flagged by bav,
1996-05-13 10:59:57,1999-12-31 00:00:00,RelativeHumidity2Perc,UNKNOWN,Manually flagged by bav,
1996-05-13 10:59:57,1999-12-31 00:00:00,RelativeHumidity1Perc,UNKNOWN,Manually flagged by bav,
2003-09-03 15:00:00,2003-11-18 01:59:00,ShortwaveRadiationDownWm2,UNKNOWN,Manually flagged by bav,
2003-09-03 15:00:00,2003-11-18 01:59:00,ShortwaveRadiationUpWm2,UNKNOWN,Manually flagged by bav,
2007-01-30 15:00:00,2007-03-15 10:59:00,ShortwaveRadiationDownWm2,UNKNOWN,Manually flagged by bav,
2007-01-30 15:00:00,2007-03-15 10:59:00,ShortwaveRadiationUpWm2,UNKNOWN,Manually flagged by bav,
2005-10-30 15:00:00,2006-03-30 10:59:00,ShortwaveRadiationDownWm2,UNKNOWN,Manually flagged by bav,
2005-10-30 15:00:00,2006-03-30 10:59:00,ShortwaveRadiationUpWm2,UNKNOWN,Manually flagged by bav,
2001-07-27 04:00:00,2001-08-08 22:00:00,ShortwaveRadiationDownWm2,UNKNOWN,Manually flagged by bav,
2001-07-27 04:00:00,2001-08-08 22:00:00,ShortwaveRadiationUpWm2,UNKNOWN,Manually flagged by bav,
2009-01-30 09:00:00,2009-04-10 12:00:00,ShortwaveRadiationDownWm2,UNKNOWN,Manually flagged by bav,
2009-01-30 09:00:00,2009-04-10 12:00:00,ShortwaveRadiationUpWm2,UNKNOWN,Manually flagged by bav,
2010-02-03 04:00:00,2010-04-11 15:00:00,ShortwaveRadiationDownWm2,UNKNOWN,Manually flagged by bav,
2010-02-03 04:00:00,2010-04-11 15:00:00,ShortwaveRadiationUpWm2,UNKNOWN,Manually flagged by bav,
2012-02-10 01:00:00,2012-04-04 16:59:00,ShortwaveRadiationDownWm2,UNKNOWN,Manually flagged by bav,
2012-02-10 01:00:00,2012-04-04 16:59:00,ShortwaveRadiationUpWm2,UNKNOWN,Manually flagged by bav,
2013-02-02 21:00:00,2013-04-02 21:00:00,ShortwaveRadiationDownWm2,UNKNOWN,Manually flagged by bav,
2013-02-02 21:00:00,2013-04-02 21:00:00,ShortwaveRadiationUpWm2,UNKNOWN,Manually flagged by bav,
2014-02-02 21:00:00,2014-04-02 21:00:00,ShortwaveRadiationDownWm2,UNKNOWN,Manually flagged by bav,
2014-02-02 21:00:00,2014-04-02 21:00:00,ShortwaveRadiationUpWm2,UNKNOWN,Manually flagged by bav,
2000-09-05 12:00:00,2000-11-17 06:00:00,RelativeHumidity2Perc,UNKNOWN,Manually flagged by bav,
1996-05-13 10:59:57,1998-02-07 04:59:00,RelativeHumidity1Perc,UNKNOWN,Manually flagged by bav,
1996-05-13 10:59:57,1998-02-07 04:59:00,RelativeHumidity2Perc,UNKNOWN,Manually flagged by bav,
2002-11-03 00:00:00,2003-02-26 07:59:00,RelativeHumidity1Perc,UNKNOWN,Manually flagged by bav,
2002-11-03 00:00:00,2003-02-26 07:59:00,RelativeHumidity2Perc,UNKNOWN,Manually flagged by bav,
2005-10-15 22:00:02,2006-03-04 21:00:00,RelativeHumidity1Perc,UNKNOWN,Manually flagged by bav,
2005-10-15 22:00:02,2006-03-04 21:00:00,RelativeHumidity2Perc,UNKNOWN,Manually flagged by bav,
2015-12-24 21:00:00,2016-05-24 11:00:00,AirPressurehPa,UNKNOWN,Manually flagged by bav,
2017-11-13 06:00:00,2017-12-31 23:00:00,SnowHeight2m,UNKNOWN,Manually flagged by bav,
