t0,t1,variable,flag,comment,URL_graphic
2012-01-12 00:00:00,2016-01-01 00:00:00,AirTemperature1C,UNKNOWN,Manually flagged by bav,
2012-01-12 00:00:00,2016-01-01 00:00:00,AirTemperature2C,UNKNOWN,Manually flagged by bav,
2008-02-11 04:59:57,2008-03-03 13:59:57,AirTemperature1C,UNKNOWN,Manually flagged by bav,
2008-02-11 04:59:57,2008-03-03 13:59:57,AirTemperature2C,UNKNOWN,Manually flagged by bav,
2008-02-11 04:59:57,2008-03-03 13:59:57,AirTemperature3C,UNKNOWN,Manually flagged by bav,
2008-02-11 04:59:57,2008-03-03 13:59:57,AirTemperature4C,UNKNOWN,Manually flagged by bav,
2008-02-11 04:59:57,2008-03-03 13:59:57,ShortwaveRadiationDownWm2,UNKNOWN,Manually flagged by bav,
2008-02-11 04:59:57,2008-03-03 13:59:57,ShortwaveRadiationUpWm2,UNKNOWN,Manually flagged by bav,
2010-01-26 21:00:00,2010-04-15 13:00:02,ShortwaveRadiationDownWm2,UNKNOWN,Manually flagged by bav,
2010-01-26 21:00:00,2010-04-15 13:00:02,ShortwaveRadiationUpWm2,UNKNOWN,Manually flagged by bav,
2010-05-02 07:00:02,2010-05-04 06:00:00,AirPressurehPa,UNKNOWN,Manually flagged by bav,
2009-04-27 16:59:57,2010-05-02 12:00:00,RelativeHumidity1Perc,UNKNOWN,Manually flagged by bav,
2009-04-27 16:59:57,2010-05-02 12:00:00,RelativeHumidity2Perc,UNKNOWN,Manually flagged by bav,
2007-12-27 06:00:00,2010-05-01 12:00:00,SnowHeight1m,UNKNOWN,Manually flagged by bav,
2007-12-27 06:00:00,2010-05-01 12:00:00,SnowHeight2m,UNKNOWN,Manually flagged by bav,
2007-12-28 03:00:00,2010-05-04 06:00:00,AirPressurehPa,UNKNOWN,Manually flagged by bav,
2007-12-28 03:00:00,2010-05-04 06:00:00,RelativeHumidity2Perc,UNKNOWN,Manually flagged by bav,
2007-12-28 03:00:00,2010-05-04 06:00:00,RelativeHumidity1Perc,UNKNOWN,Manually flagged by bav,
2008-02-11 15:00:00,2008-03-03 12:00:00,RelativeHumidity2Perc,UNKNOWN,Manually flagged by bav,
2011-10-17 21:00:00,2011-10-20 06:00:00,RelativeHumidity1Perc,UNKNOWN,Manually flagged by bav,
2011-10-17 21:00:00,2011-10-20 06:00:00,RelativeHumidity2Perc,UNKNOWN,Manually flagged by bav,
2014-01-01 00:00:00,2019-01-01 00:00:00,RelativeHumidity1Perc,UNKNOWN,Manually flagged by bav,
2014-01-01 00:00:00,2019-01-01 00:00:00,RelativeHumidity2Perc,UNKNOWN,Manually flagged by bav,
2016-01-01 00:00:00,2019-01-01 00:00:00,WindSpeed1ms,UNKNOWN,Manually flagged by bav,
2014-01-01 00:00:00,2019-01-01 00:00:00,WindSpeed2ms,UNKNOWN,Manually flagged by bav,
2016-01-01 00:00:00,2019-01-01 00:00:00,AirTemperature1C,UNKNOWN,Manually flagged by bav,
2016-01-01 00:00:00,2019-01-01 00:00:00,AirTemperature2C,UNKNOWN,Manually flagged by bav,
2007-01-01 00:00:00,2019-01-01 00:00:00,IceTemperature1,UNKNOWN,Manually flagged by bav,
2007-01-01 00:00:00,2019-01-01 00:00:00,IceTemperature2,UNKNOWN,Manually flagged by bav,
2007-01-01 00:00:00,2019-01-01 00:00:00,IceTemperature3,UNKNOWN,Manually flagged by bav,
2007-01-01 00:00:00,2019-01-01 00:00:00,IceTemperature4,UNKNOWN,Manually flagged by bav,
2007-01-01 00:00:00,2019-01-01 00:00:00,IceTemperature5,UNKNOWN,Manually flagged by bav,
2007-01-01 00:00:00,2019-01-01 00:00:00,IceTemperature6,UNKNOWN,Manually flagged by bav,
2007-01-01 00:00:00,2019-01-01 00:00:00,IceTemperature7,UNKNOWN,Manually flagged by bav,
2007-01-01 00:00:00,2019-01-01 00:00:00,IceTemperature8,UNKNOWN,Manually flagged by bav,
2007-01-01 00:00:00,2019-01-01 00:00:00,IceTemperature9,UNKNOWN,Manually flagged by bav,
2007-01-01 00:00:00,2019-01-01 00:00:00,IceTemperature10,UNKNOWN,Manually flagged by bav,
2004-06-01 00:00:00,2007-06-01 00:00:00,IceTemperature2,UNKNOWN,Manually flagged by bav,
1998-09-15 00:00:00,1999-05-01 00:00:00,IceTemperature1,UNKNOWN,Manually flagged by bav,
1998-09-15 00:00:00,1999-05-01 00:00:00,IceTemperature2,UNKNOWN,Manually flagged by bav,
1998-09-15 00:00:00,1999-05-01 00:00:00,IceTemperature3,UNKNOWN,Manually flagged by bav,
1998-09-15 00:00:00,1999-05-01 00:00:00,IceTemperature4,UNKNOWN,Manually flagged by bav,
1998-09-15 00:00:00,1999-05-01 00:00:00,IceTemperature5,UNKNOWN,Manually flagged by bav,
1998-09-15 00:00:00,1999-05-01 00:00:00,IceTemperature6,UNKNOWN,Manually flagged by bav,
1998-09-15 00:00:00,1999-05-01 00:00:00,IceTemperature7,UNKNOWN,Manually flagged by bav,
1998-09-15 00:00:00,1999-05-01 00:00:00,IceTemperature8,UNKNOWN,Manually flagged by bav,
1998-09-15 00:00:00,1999-05-01 00:00:00,IceTemperature9,UNKNOWN,Manually flagged by bav,
1998-09-15 00:00:00,1999-05-01 00:00:00,IceTemperature10,UNKNOWN,Manually flagged by bav,
