file_number,filename,slimtablemem?,transmitted?,header_lines,data_lines,columns,year start,latitude_N(dd.ddddd),longitude_W(dd.ddddd),UTC_offset(h),T_hygroclip_offset(C),SRin_calcoef,SRout_calcoef,LRin_calcoef,LRout_calcoef,H_PT_calcoef,H_PT_p_cal,H_PT_factor,antifreeze_PT_(%),rotation_ini(deg),col_datetime,col_date,col_year,col_month,col_day,col_day_of_year,col_time,col_hour,col_minute,col_minute_of_year,col_p,col_T,col_T_hygroclip,col_RH,col_WS,col_WD,col_WD_sd,col_SRin,col_SRout,col_LRin,col_LRout,col_T_rad,col_H_aws,col_qual_H_aws,col_H_stk,col_qual_H_stk,col_H_pt,col_Tice1,col_Tice2,col_Tice3,col_Tice4,col_Tice5,col_Tice6,col_Tice7,col_Tice8,col_ornt,col_tiltX,col_tiltY,col_GPStime,col_GPSlat,col_GPSlon,col_GPSelev,col_GPSgeoid,col_GPSqual,col_GPSnumsats,col_GPShdop,col_Tlog,col_Ifan,col_Vbat_ini,col_Vbat,col_season
1,EGP_2016_raw.txt,no,no,3,10847,43,2016,75.62,35.98,0,0,12.71,12.71,12.71,12.71,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,0,21,22,23,24,25,26,27,28,0,29,30,31,32,33,34,35,37,38,39,40,41,42,43,0
